m6,m5,m4,m3,m2,m1,n
17.835,17.799,18.661,18.579,18.024,17.864,17.652
17.799,18.661,18.579,18.024,17.864,17.652,16.998
18.661,18.579,18.024,17.864,17.652,16.998,17.302
18.579,18.024,17.864,17.652,16.998,17.302,17.683
18.024,17.864,17.652,16.998,17.302,17.683,17.676
17.864,17.652,16.998,17.302,17.683,17.676,17.625
17.652,16.998,17.302,17.683,17.676,17.625,17.54
16.998,17.302,17.683,17.676,17.625,17.54,17.7
17.302,17.683,17.676,17.625,17.54,17.7,17.81
17.683,17.676,17.625,17.54,17.7,17.81,17.602
17.676,17.625,17.54,17.7,17.81,17.602,17.544
17.625,17.54,17.7,17.81,17.602,17.544,17.71
17.54,17.7,17.81,17.602,17.544,17.71,17.384
17.7,17.81,17.602,17.544,17.71,17.384,17.427
17.81,17.602,17.544,17.71,17.384,17.427,17.612
17.602,17.544,17.71,17.384,17.427,17.612,17.578
17.544,17.71,17.384,17.427,17.612,17.578,17.602
17.71,17.384,17.427,17.612,17.578,17.602,17.5
17.384,17.427,17.612,17.578,17.602,17.5,17.58
17.427,17.612,17.578,17.602,17.5,17.58,17.804
17.612,17.578,17.602,17.5,17.58,17.804,17.926
17.578,17.602,17.5,17.58,17.804,17.926,17.876
17.602,17.5,17.58,17.804,17.926,17.876,17.831
17.5,17.58,17.804,17.926,17.876,17.831,17.921
17.58,17.804,17.926,17.876,17.831,17.921,18.124
17.804,17.926,17.876,17.831,17.921,18.124,18.109
17.926,17.876,17.831,17.921,18.124,18.109,18.123
17.876,17.831,17.921,18.124,18.109,18.123,17.623
17.831,17.921,18.124,18.109,18.123,17.623,17.654
17.921,18.124,18.109,18.123,17.623,17.654,17.065
18.124,18.109,18.123,17.623,17.654,17.065,16.87
18.109,18.123,17.623,17.654,17.065,16.87,16.852
18.123,17.623,17.654,17.065,16.87,16.852,16.74
17.623,17.654,17.065,16.87,16.852,16.74,16.963
17.654,17.065,16.87,16.852,16.74,16.963,17.078
17.065,16.87,16.852,16.74,16.963,17.078,16.999
16.87,16.852,16.74,16.963,17.078,16.999,17.051
16.852,16.74,16.963,17.078,16.999,17.051,17.169
16.74,16.963,17.078,16.999,17.051,17.169,17.166
16.963,17.078,16.999,17.051,17.169,17.166,17.116
17.078,16.999,17.051,17.169,17.166,17.116,17.054
16.999,17.051,17.169,17.166,17.116,17.054,16.939
17.051,17.169,17.166,17.116,17.054,16.939,17.096
17.169,17.166,17.116,17.054,16.939,17.096,17.009
17.166,17.116,17.054,16.939,17.096,17.009,17.106
17.116,17.054,16.939,17.096,17.009,17.106,17.06
17.054,16.939,17.096,17.009,17.106,17.06,16.916
16.939,17.096,17.009,17.106,17.06,16.916,17.204
17.096,17.009,17.106,17.06,16.916,17.204,16.881
17.009,17.106,17.06,16.916,17.204,16.881,17.019
17.106,17.06,16.916,17.204,16.881,17.019,16.557
17.06,16.916,17.204,16.881,17.019,16.557,16.6
16.916,17.204,16.881,17.019,16.557,16.6,16.664
17.204,16.881,17.019,16.557,16.6,16.664,16.81
16.881,17.019,16.557,16.6,16.664,16.81,16.912
17.019,16.557,16.6,16.664,16.81,16.912,16.976
16.557,16.6,16.664,16.81,16.912,16.976,17.077
16.6,16.664,16.81,16.912,16.976,17.077,17.036
16.664,16.81,16.912,16.976,17.077,17.036,17.01
16.81,16.912,16.976,17.077,17.036,17.01,17.116
16.912,16.976,17.077,17.036,17.01,17.116,17.184
16.976,17.077,17.036,17.01,17.116,17.184,17.463
17.077,17.036,17.01,17.116,17.184,17.463,17.821
17.036,17.01,17.116,17.184,17.463,17.821,17.956
17.01,17.116,17.184,17.463,17.821,17.956,17.9
17.116,17.184,17.463,17.821,17.956,17.9,18.001
17.184,17.463,17.821,17.956,17.9,18.001,17.921
17.463,17.821,17.956,17.9,18.001,17.921,18.046
17.821,17.956,17.9,18.001,17.921,18.046,18.151
17.956,17.9,18.001,17.921,18.046,18.151,18.179
17.9,18.001,17.921,18.046,18.151,18.179,18.393
18.001,17.921,18.046,18.151,18.179,18.393,18.167
17.921,18.046,18.151,18.179,18.393,18.167,17.936
18.046,18.151,18.179,18.393,18.167,17.936,18.105
18.151,18.179,18.393,18.167,17.936,18.105,17.996
18.179,18.393,18.167,17.936,18.105,17.996,17.742
18.393,18.167,17.936,18.105,17.996,17.742,17.988
18.167,17.936,18.105,17.996,17.742,17.988,17.939
17.936,18.105,17.996,17.742,17.988,17.939,18.073
18.105,17.996,17.742,17.988,17.939,18.073,17.808
17.996,17.742,17.988,17.939,18.073,17.808,17.808
17.742,17.988,17.939,18.073,17.808,17.808,17.828
17.988,17.939,18.073,17.808,17.808,17.828,17.829
17.939,18.073,17.808,17.808,17.828,17.829,18.113
18.073,17.808,17.808,17.828,17.829,18.113,18.056
17.808,17.808,17.828,17.829,18.113,18.056,17.458
17.808,17.828,17.829,18.113,18.056,17.458,17.487
17.828,17.829,18.113,18.056,17.458,17.487,18.032
17.829,18.113,18.056,17.458,17.487,18.032,18.052
18.113,18.056,17.458,17.487,18.032,18.052,17.712
18.056,17.458,17.487,18.032,18.052,17.712,17.6
17.458,17.487,18.032,18.052,17.712,17.6,17.643
17.487,18.032,18.052,17.712,17.6,17.643,17.857
18.032,18.052,17.712,17.6,17.643,17.857,17.733
18.052,17.712,17.6,17.643,17.857,17.733,17.826
17.712,17.6,17.643,17.857,17.733,17.826,17.638
17.6,17.643,17.857,17.733,17.826,17.638,17.537
17.643,17.857,17.733,17.826,17.638,17.537,17.66
17.857,17.733,17.826,17.638,17.537,17.66,17.775
17.733,17.826,17.638,17.537,17.66,17.775,18.15
17.826,17.638,17.537,17.66,17.775,18.15,18.192
17.638,17.537,17.66,17.775,18.15,18.192,18.359
17.537,17.66,17.775,18.15,18.192,18.359,18.367
17.66,17.775,18.15,18.192,18.359,18.367,18.579
17.775,18.15,18.192,18.359,18.367,18.579,18.923
18.15,18.192,18.359,18.367,18.579,18.923,18.229
18.192,18.359,18.367,18.579,18.923,18.229,17.874
18.359,18.367,18.579,18.923,18.229,17.874,17.735
18.367,18.579,18.923,18.229,17.874,17.735,16.457
18.579,18.923,18.229,17.874,17.735,16.457,16.739
18.923,18.229,17.874,17.735,16.457,16.739,17.188
18.229,17.874,17.735,16.457,16.739,17.188,17.246
17.874,17.735,16.457,16.739,17.188,17.246,17.393
17.735,16.457,16.739,17.188,17.246,17.393,17.263
16.457,16.739,17.188,17.246,17.393,17.263,17.054
16.739,17.188,17.246,17.393,17.263,17.054,16.955
17.188,17.246,17.393,17.263,17.054,16.955,16.776
17.246,17.393,17.263,17.054,16.955,16.776,16.005
17.393,17.263,17.054,16.955,16.776,16.005,14.5
17.263,17.054,16.955,16.776,16.005,14.5,12.816
17.054,16.955,16.776,16.005,14.5,12.816,12.495
16.955,16.776,16.005,14.5,12.816,12.495,11.772
16.776,16.005,14.5,12.816,12.495,11.772,12.134
16.005,14.5,12.816,12.495,11.772,12.134,12.385
14.5,12.816,12.495,11.772,12.134,12.385,13.261
12.816,12.495,11.772,12.134,12.385,13.261,14.257
12.495,11.772,12.134,12.385,13.261,14.257,14.873
11.772,12.134,12.385,13.261,14.257,14.873,14.676
12.134,12.385,13.261,14.257,14.873,14.676,14.534
12.385,13.261,14.257,14.873,14.676,14.534,14.156
13.261,14.257,14.873,14.676,14.534,14.156,14.18
14.257,14.873,14.676,14.534,14.156,14.18,14.008
14.873,14.676,14.534,14.156,14.18,14.008,14.678
14.676,14.534,14.156,14.18,14.008,14.678,14.518
14.534,14.156,14.18,14.008,14.678,14.518,15.193
14.156,14.18,14.008,14.678,14.518,15.193,15.504
14.18,14.008,14.678,14.518,15.193,15.504,15.229
14.008,14.678,14.518,15.193,15.504,15.229,16.077
14.678,14.518,15.193,15.504,15.229,16.077,15.561
14.518,15.193,15.504,15.229,16.077,15.561,16.154
15.193,15.504,15.229,16.077,15.561,16.154,15.529
15.504,15.229,16.077,15.561,16.154,15.529,15.646
15.229,16.077,15.561,16.154,15.529,15.646,15.319
16.077,15.561,16.154,15.529,15.646,15.319,15.638
15.561,16.154,15.529,15.646,15.319,15.638,14.9
16.154,15.529,15.646,15.319,15.638,14.9,15.359
15.529,15.646,15.319,15.638,14.9,15.359,15.381
15.646,15.319,15.638,14.9,15.359,15.381,15.352
15.319,15.638,14.9,15.359,15.381,15.352,15.299
15.638,14.9,15.359,15.381,15.352,15.299,15.26
14.9,15.359,15.381,15.352,15.299,15.26,15.315
15.359,15.381,15.352,15.299,15.26,15.315,14.973
15.381,15.352,15.299,15.26,15.315,14.973,14.938
15.352,15.299,15.26,15.315,14.973,14.938,14.796
15.299,15.26,15.315,14.973,14.938,14.796,15.11
15.26,15.315,14.973,14.938,14.796,15.11,15.015
15.315,14.973,14.938,14.796,15.11,15.015,15.59
14.973,14.938,14.796,15.11,15.015,15.59,15.778
14.938,14.796,15.11,15.015,15.59,15.778,15.68
14.796,15.11,15.015,15.59,15.778,15.68,15.709
15.11,15.015,15.59,15.778,15.68,15.709,15.671
15.015,15.59,15.778,15.68,15.709,15.671,16.156
15.59,15.778,15.68,15.709,15.671,16.156,17.07
15.778,15.68,15.709,15.671,16.156,17.07,17.468
15.68,15.709,15.671,16.156,17.07,17.468,17.901
15.709,15.671,16.156,17.07,17.468,17.901,18.031
15.671,16.156,17.07,17.468,17.901,18.031,17.364
16.156,17.07,17.468,17.901,18.031,17.364,17.693
17.07,17.468,17.901,18.031,17.364,17.693,17.595
17.468,17.901,18.031,17.364,17.693,17.595,17.595
17.901,18.031,17.364,17.693,17.595,17.595,17.757
18.031,17.364,17.693,17.595,17.595,17.757,18.009
17.364,17.693,17.595,17.595,17.757,18.009,18.541
17.693,17.595,17.595,17.757,18.009,18.541,18.869
17.595,17.595,17.757,18.009,18.541,18.869,18.315
17.595,17.757,18.009,18.541,18.869,18.315,18.013
17.757,18.009,18.541,18.869,18.315,18.013,18.116
18.009,18.541,18.869,18.315,18.013,18.116,17.534
18.541,18.869,18.315,18.013,18.116,17.534,17.995
18.869,18.315,18.013,18.116,17.534,17.995,17.896
18.315,18.013,18.116,17.534,17.995,17.896,17.884
18.013,18.116,17.534,17.995,17.896,17.884,17.97
18.116,17.534,17.995,17.896,17.884,17.97,17.563
17.534,17.995,17.896,17.884,17.97,17.563,17.484
17.995,17.896,17.884,17.97,17.563,17.484,17.735
17.896,17.884,17.97,17.563,17.484,17.735,17.86
17.884,17.97,17.563,17.484,17.735,17.86,17.601
17.97,17.563,17.484,17.735,17.86,17.601,17.937
17.563,17.484,17.735,17.86,17.601,17.937,17.992
17.484,17.735,17.86,17.601,17.937,17.992,18.155
17.735,17.86,17.601,17.937,17.992,18.155,17.734
17.86,17.601,17.937,17.992,18.155,17.734,17.968
17.601,17.937,17.992,18.155,17.734,17.968,18.096
17.937,17.992,18.155,17.734,17.968,18.096,18.064
17.992,18.155,17.734,17.968,18.096,18.064,18.637
18.155,17.734,17.968,18.096,18.064,18.637,18.218
17.734,17.968,18.096,18.064,18.637,18.218,18.322
17.968,18.096,18.064,18.637,18.218,18.322,18.582
18.096,18.064,18.637,18.218,18.322,18.582,18.582
18.064,18.637,18.218,18.322,18.582,18.582,18.699
18.637,18.218,18.322,18.582,18.582,18.699,19.161
18.218,18.322,18.582,18.582,18.699,19.161,18.962
18.322,18.582,18.582,18.699,19.161,18.962,19.053
18.582,18.582,18.699,19.161,18.962,19.053,19.788
18.582,18.699,19.161,18.962,19.053,19.788,19.53
18.699,19.161,18.962,19.053,19.788,19.53,19.761
19.161,18.962,19.053,19.788,19.53,19.761,19.573
18.962,19.053,19.788,19.53,19.761,19.573,19.764
19.053,19.788,19.53,19.761,19.573,19.764,20.192
19.788,19.53,19.761,19.573,19.764,20.192,21.557
19.53,19.761,19.573,19.764,20.192,21.557,23.144
19.761,19.573,19.764,20.192,21.557,23.144,22.988
19.573,19.764,20.192,21.557,23.144,22.988,22.85
19.764,20.192,21.557,23.144,22.988,22.85,24.501
20.192,21.557,23.144,22.988,22.85,24.501,24.3
21.557,23.144,22.988,22.85,24.501,24.3,24.321
23.144,22.988,22.85,24.501,24.3,24.321,23.45
22.988,22.85,24.501,24.3,24.321,23.45,24.304
22.85,24.501,24.3,24.321,23.45,24.304,24.505
24.501,24.3,24.321,23.45,24.304,24.505,26.091
24.3,24.321,23.45,24.304,24.505,26.091,26.953
24.321,23.45,24.304,24.505,26.091,26.953,28.47
23.45,24.304,24.505,26.091,26.953,28.47,27.595
24.304,24.505,26.091,26.953,28.47,27.595,29.311
24.505,26.091,26.953,28.47,27.595,29.311,26.1
26.091,26.953,28.47,27.595,29.311,26.1,26.023
26.953,28.47,27.595,29.311,26.1,26.023,27.762
28.47,27.595,29.311,26.1,26.023,27.762,26.133
27.595,29.311,26.1,26.023,27.762,26.133,27.717
29.311,26.1,26.023,27.762,26.133,27.717,28.115
26.1,26.023,27.762,26.133,27.717,28.115,27.385
26.023,27.762,26.133,27.717,28.115,27.385,27.192
27.762,26.133,27.717,28.115,27.385,27.192,26.788
26.133,27.717,28.115,27.385,27.192,26.788,26.661
27.717,28.115,27.385,27.192,26.788,26.661,26.328
28.115,27.385,27.192,26.788,26.661,26.328,27.514
27.385,27.192,26.788,26.661,26.328,27.514,27.09
27.192,26.788,26.661,26.328,27.514,27.09,27.73
26.788,26.661,26.328,27.514,27.09,27.73,28.53
26.661,26.328,27.514,27.09,27.73,28.53,28.575
26.328,27.514,27.09,27.73,28.53,28.575,27.343
27.514,27.09,27.73,28.53,28.575,27.343,26.828
27.09,27.73,28.53,28.575,27.343,26.828,26.659
27.73,28.53,28.575,27.343,26.828,26.659,26.991
28.53,28.575,27.343,26.828,26.659,26.991,26.947
28.575,27.343,26.828,26.659,26.991,26.947,27.041
27.343,26.828,26.659,26.991,26.947,27.041,27.249
26.828,26.659,26.991,26.947,27.041,27.249,26.813
26.659,26.991,26.947,27.041,27.249,26.813,27.31
26.991,26.947,27.041,27.249,26.813,27.31,27.429
26.947,27.041,27.249,26.813,27.31,27.429,27.443
27.041,27.249,26.813,27.31,27.429,27.443,27.066
27.249,26.813,27.31,27.429,27.443,27.066,27.092
26.813,27.31,27.429,27.443,27.066,27.092,24.356
27.31,27.429,27.443,27.066,27.092,24.356,24.488
27.429,27.443,27.066,27.092,24.356,24.488,23.069
27.443,27.066,27.092,24.356,24.488,23.069,23.162
27.066,27.092,24.356,24.488,23.069,23.162,23.066
27.092,24.356,24.488,23.069,23.162,23.066,23.572
24.356,24.488,23.069,23.162,23.066,23.572,24.445
24.488,23.069,23.162,23.066,23.572,24.445,23.494
23.069,23.162,23.066,23.572,24.445,23.494,24.254
23.162,23.066,23.572,24.445,23.494,24.254,24.029
23.066,23.572,24.445,23.494,24.254,24.029,24.56
23.572,24.445,23.494,24.254,24.029,24.56,23.921
24.445,23.494,24.254,24.029,24.56,23.921,23.896
23.494,24.254,24.029,24.56,23.921,23.896,23.876
24.254,24.029,24.56,23.921,23.896,23.876,25.108
24.029,24.56,23.921,23.896,23.876,25.108,25.271
24.56,23.921,23.896,23.876,25.108,25.271,24.129
23.921,23.896,23.876,25.108,25.271,24.129,24.395
23.896,23.876,25.108,25.271,24.129,24.395,24.224
23.876,25.108,25.271,24.129,24.395,24.224,24.405
25.108,25.271,24.129,24.395,24.224,24.405,24.698
25.271,24.129,24.395,24.224,24.405,24.698,24.98
24.129,24.395,24.224,24.405,24.698,24.98,25.241
24.395,24.224,24.405,24.698,24.98,25.241,24.709
24.224,24.405,24.698,24.98,25.241,24.709,24.675
24.405,24.698,24.98,25.241,24.709,24.675,24.42
24.698,24.98,25.241,24.709,24.675,24.42,24.57
24.98,25.241,24.709,24.675,24.42,24.57,23.359
25.241,24.709,24.675,24.42,24.57,23.359,23.408
24.709,24.675,24.42,24.57,23.359,23.408,23.694
24.675,24.42,24.57,23.359,23.408,23.694,24.073
24.42,24.57,23.359,23.408,23.694,24.073,24.374
24.57,23.359,23.408,23.694,24.073,24.374,23.933
23.359,23.408,23.694,24.073,24.374,23.933,25.232
23.408,23.694,24.073,24.374,23.933,25.232,25.702
23.694,24.073,24.374,23.933,25.232,25.702,23.736
24.073,24.374,23.933,25.232,25.702,23.736,24.502
24.374,23.933,25.232,25.702,23.736,24.502,24.306
23.933,25.232,25.702,23.736,24.502,24.306,24.35
25.232,25.702,23.736,24.502,24.306,24.35,24.818
25.702,23.736,24.502,24.306,24.35,24.818,24.837
23.736,24.502,24.306,24.35,24.818,24.837,24.686
24.502,24.306,24.35,24.818,24.837,24.686,24.48
24.306,24.35,24.818,24.837,24.686,24.48,24.085
24.35,24.818,24.837,24.686,24.48,24.085,24.406
24.818,24.837,24.686,24.48,24.085,24.406,23.675
24.837,24.686,24.48,24.085,24.406,23.675,23.33
24.686,24.48,24.085,24.406,23.675,23.33,23.387
24.48,24.085,24.406,23.675,23.33,23.387,22.639
24.085,24.406,23.675,23.33,23.387,22.639,22.614
24.406,23.675,23.33,23.387,22.639,22.614,22.583
23.675,23.33,23.387,22.639,22.614,22.583,24.08
23.33,23.387,22.639,22.614,22.583,24.08,24.066
23.387,22.639,22.614,22.583,24.08,24.066,24.12
22.639,22.614,22.583,24.08,24.066,24.12,24.232
22.614,22.583,24.08,24.066,24.12,24.232,24.776
22.583,24.08,24.066,24.12,24.232,24.776,24.711
24.08,24.066,24.12,24.232,24.776,24.711,23.963
24.066,24.12,24.232,24.776,24.711,23.963,24.073
24.12,24.232,24.776,24.711,23.963,24.073,24.067
24.232,24.776,24.711,23.963,24.073,24.067,24.022
24.776,24.711,23.963,24.073,24.067,24.022,24.614
24.711,23.963,24.073,24.067,24.022,24.614,25.018
23.963,24.073,24.067,24.022,24.614,25.018,26.15
24.073,24.067,24.022,24.614,25.018,26.15,26.001
24.067,24.022,24.614,25.018,26.15,26.001,26.34
24.022,24.614,25.018,26.15,26.001,26.34,25.5
24.614,25.018,26.15,26.001,26.34,25.5,25.885
25.018,26.15,26.001,26.34,25.5,25.885,25.867
26.15,26.001,26.34,25.5,25.885,25.867,26.51
26.001,26.34,25.5,25.885,25.867,26.51,26.183
26.34,25.5,25.885,25.867,26.51,26.183,26.573
25.5,25.885,25.867,26.51,26.183,26.573,26.412
25.885,25.867,26.51,26.183,26.573,26.412,27.364
25.867,26.51,26.183,26.573,26.412,27.364,27.64
26.51,26.183,26.573,26.412,27.364,27.64,27.042
26.183,26.573,26.412,27.364,27.64,27.042,27.261
26.573,26.412,27.364,27.64,27.042,27.261,24.637
26.412,27.364,27.64,27.042,27.261,24.637,25.284
27.364,27.64,27.042,27.261,24.637,25.284,25.435
27.64,27.042,27.261,24.637,25.284,25.435,25.572
27.042,27.261,24.637,25.284,25.435,25.572,25.802
27.261,24.637,25.284,25.435,25.572,25.802,24.866
24.637,25.284,25.435,25.572,25.802,24.866,25.32
25.284,25.435,25.572,25.802,24.866,25.32,25.32
25.435,25.572,25.802,24.866,25.32,25.32,25.766
25.572,25.802,24.866,25.32,25.32,25.766,25.854
25.802,24.866,25.32,25.32,25.766,25.854,25.556
24.866,25.32,25.32,25.766,25.854,25.556,25.484
25.32,25.32,25.766,25.854,25.556,25.484,25.538
25.32,25.766,25.854,25.556,25.484,25.538,25.389
25.766,25.854,25.556,25.484,25.538,25.389,25.945
25.854,25.556,25.484,25.538,25.389,25.945,26.937
25.556,25.484,25.538,25.389,25.945,26.937,29.441
25.484,25.538,25.389,25.945,26.937,29.441,26.426
25.538,25.389,25.945,26.937,29.441,26.426,26.914
25.389,25.945,26.937,29.441,26.426,26.914,26.261
25.945,26.937,29.441,26.426,26.914,26.261,27.041
26.937,29.441,26.426,26.914,26.261,27.041,27.589
29.441,26.426,26.914,26.261,27.041,27.589,27.427
26.426,26.914,26.261,27.041,27.589,27.427,27.108
26.914,26.261,27.041,27.589,27.427,27.108,27.072
26.261,27.041,27.589,27.427,27.108,27.072,27.348
27.041,27.589,27.427,27.108,27.072,27.348,27.325
27.589,27.427,27.108,27.072,27.348,27.325,27.341
27.427,27.108,27.072,27.348,27.325,27.341,27.335
27.108,27.072,27.348,27.325,27.341,27.335,27.098
27.072,27.348,27.325,27.341,27.335,27.098,27.279
27.348,27.325,27.341,27.335,27.098,27.279,28.111
27.325,27.341,27.335,27.098,27.279,28.111,27.717
27.341,27.335,27.098,27.279,28.111,27.717,27.894
27.335,27.098,27.279,28.111,27.717,27.894,27.685
27.098,27.279,28.111,27.717,27.894,27.685,26.44
27.279,28.111,27.717,27.894,27.685,26.44,26.678
28.111,27.717,27.894,27.685,26.44,26.678,26.879
27.717,27.894,27.685,26.44,26.678,26.879,26.387
27.894,27.685,26.44,26.678,26.879,26.387,25.461
27.685,26.44,26.678,26.879,26.387,25.461,25.287
26.44,26.678,26.879,26.387,25.461,25.287,25.269
26.678,26.879,26.387,25.461,25.287,25.269,26.183
26.879,26.387,25.461,25.287,25.269,26.183,26.13
26.387,25.461,25.287,25.269,26.183,26.13,26.193
25.461,25.287,25.269,26.183,26.13,26.193,25.911
25.287,25.269,26.183,26.13,26.193,25.911,26.288
25.269,26.183,26.13,26.193,25.911,26.288,26.003
26.183,26.13,26.193,25.911,26.288,26.003,26.058
26.13,26.193,25.911,26.288,26.003,26.058,26.351
26.193,25.911,26.288,26.003,26.058,26.351,26.321
25.911,26.288,26.003,26.058,26.351,26.321,25.769
26.288,26.003,26.058,26.351,26.321,25.769,25.227
26.003,26.058,26.351,26.321,25.769,25.227,25.231
26.058,26.351,26.321,25.769,25.227,25.231,25.047
26.351,26.321,25.769,25.227,25.231,25.047,25.114
26.321,25.769,25.227,25.231,25.047,25.114,24.771
25.769,25.227,25.231,25.047,25.114,24.771,24.157
25.227,25.231,25.047,25.114,24.771,24.157,24.552
25.231,25.047,25.114,24.771,24.157,24.552,24.961
25.047,25.114,24.771,24.157,24.552,24.961,24.801
25.114,24.771,24.157,24.552,24.961,24.801,25.247
24.771,24.157,24.552,24.961,24.801,25.247,25.267
24.157,24.552,24.961,24.801,25.247,25.267,25.604
24.552,24.961,24.801,25.247,25.267,25.604,25.341
24.961,24.801,25.247,25.267,25.604,25.341,24.882
24.801,25.247,25.267,25.604,25.341,24.882,25.442
25.247,25.267,25.604,25.341,24.882,25.442,25.539
25.267,25.604,25.341,24.882,25.442,25.539,25.979
25.604,25.341,24.882,25.442,25.539,25.979,26.12
25.341,24.882,25.442,25.539,25.979,26.12,25.852
24.882,25.442,25.539,25.979,26.12,25.852,25.854
25.442,25.539,25.979,26.12,25.852,25.854,26.586
25.539,25.979,26.12,25.852,25.854,26.586,26.2
25.979,26.12,25.852,25.854,26.586,26.2,26.095
26.12,25.852,25.854,26.586,26.2,26.095,26.228
25.852,25.854,26.586,26.2,26.095,26.228,26.43
25.854,26.586,26.2,26.095,26.228,26.43,26.102
26.586,26.2,26.095,26.228,26.43,26.102,26.085
26.2,26.095,26.228,26.43,26.102,26.085,25.873
26.095,26.228,26.43,26.102,26.085,25.873,26.96
26.228,26.43,26.102,26.085,25.873,26.96,26.558
26.43,26.102,26.085,25.873,26.96,26.558,26.522
26.102,26.085,25.873,26.96,26.558,26.522,27.477
26.085,25.873,26.96,26.558,26.522,27.477,27.477
25.873,26.96,26.558,26.522,27.477,27.477,27.492
26.96,26.558,26.522,27.477,27.477,27.492,27.667
26.558,26.522,27.477,27.477,27.492,27.667,27.244
26.522,27.477,27.477,27.492,27.667,27.244,27.059
27.477,27.477,27.492,27.667,27.244,27.059,27.365
27.477,27.492,27.667,27.244,27.059,27.365,28.274
27.492,27.667,27.244,27.059,27.365,28.274,28.333
27.667,27.244,27.059,27.365,28.274,28.333,28.025
27.244,27.059,27.365,28.274,28.333,28.025,28.067
27.059,27.365,28.274,28.333,28.025,28.067,27.486
27.365,28.274,28.333,28.025,28.067,27.486,27.905
28.274,28.333,28.025,28.067,27.486,27.905,28.056
28.333,28.025,28.067,27.486,27.905,28.056,27.877
28.025,28.067,27.486,27.905,28.056,27.877,27.955
28.067,27.486,27.905,28.056,27.877,27.955,28.031
27.486,27.905,28.056,27.877,27.955,28.031,28.102
27.905,28.056,27.877,27.955,28.031,28.102,28.119
28.056,27.877,27.955,28.031,28.102,28.119,28.22
27.877,27.955,28.031,28.102,28.119,28.22,27.492
27.955,28.031,28.102,28.119,28.22,27.492,27.91
28.031,28.102,28.119,28.22,27.492,27.91,28.033
28.102,28.119,28.22,27.492,27.91,28.033,27.747
28.119,28.22,27.492,27.91,28.033,27.747,28.017
28.22,27.492,27.91,28.033,27.747,28.017,28.047
27.492,27.91,28.033,27.747,28.017,28.047,28.161
27.91,28.033,27.747,28.017,28.047,28.161,28.054
28.033,27.747,28.017,28.047,28.161,28.054,27.71
27.747,28.017,28.047,28.161,28.054,27.71,27.828
28.017,28.047,28.161,28.054,27.71,27.828,25.873
28.047,28.161,28.054,27.71,27.828,25.873,25.985
28.161,28.054,27.71,27.828,25.873,25.985,26.043
28.054,27.71,27.828,25.873,25.985,26.043,25.876
27.71,27.828,25.873,25.985,26.043,25.876,26.132
27.828,25.873,25.985,26.043,25.876,26.132,26.069
25.873,25.985,26.043,25.876,26.132,26.069,26.106
25.985,26.043,25.876,26.132,26.069,26.106,26.239
26.043,25.876,26.132,26.069,26.106,26.239,25.901
25.876,26.132,26.069,26.106,26.239,25.901,26.194
26.132,26.069,26.106,26.239,25.901,26.194,26.1
26.069,26.106,26.239,25.901,26.194,26.1,26.501
26.106,26.239,25.901,26.194,26.1,26.501,26.174
26.239,25.901,26.194,26.1,26.501,26.174,26.174
25.901,26.194,26.1,26.501,26.174,26.174,26.129
26.194,26.1,26.501,26.174,26.174,26.129,25.987
26.1,26.501,26.174,26.174,26.129,25.987,26.234
26.501,26.174,26.174,26.129,25.987,26.234,26.239
26.174,26.174,26.129,25.987,26.234,26.239,26.14
26.174,26.129,25.987,26.234,26.239,26.14,26.271
26.129,25.987,26.234,26.239,26.14,26.271,26.394
25.987,26.234,26.239,26.14,26.271,26.394,25.795
26.234,26.239,26.14,26.271,26.394,25.795,25.144
26.239,26.14,26.271,26.394,25.795,25.144,24.995
26.14,26.271,26.394,25.795,25.144,24.995,25.255
26.271,26.394,25.795,25.144,24.995,25.255,25.381
26.394,25.795,25.144,24.995,25.255,25.381,25.233
25.795,25.144,24.995,25.255,25.381,25.233,25.318
25.144,24.995,25.255,25.381,25.233,25.318,24.649
24.995,25.255,25.381,25.233,25.318,24.649,24.877
25.255,25.381,25.233,25.318,24.649,24.877,25.799
25.381,25.233,25.318,24.649,24.877,25.799,25.56
25.233,25.318,24.649,24.877,25.799,25.56,25.59
25.318,24.649,24.877,25.799,25.56,25.59,25.595
24.649,24.877,25.799,25.56,25.59,25.595,25.474
24.877,25.799,25.56,25.59,25.595,25.474,25.303
25.799,25.56,25.59,25.595,25.474,25.303,24.339
25.56,25.59,25.595,25.474,25.303,24.339,23.279
25.59,25.595,25.474,25.303,24.339,23.279,23.402
25.595,25.474,25.303,24.339,23.279,23.402,23.496
25.474,25.303,24.339,23.279,23.402,23.496,23.122
25.303,24.339,23.279,23.402,23.496,23.122,23.787
24.339,23.279,23.402,23.496,23.122,23.787,23.799
23.279,23.402,23.496,23.122,23.787,23.799,23.666
23.402,23.496,23.122,23.787,23.799,23.666,23.43
23.496,23.122,23.787,23.799,23.666,23.43,23.239
23.122,23.787,23.799,23.666,23.43,23.239,23.12
23.787,23.799,23.666,23.43,23.239,23.12,23.666
23.799,23.666,23.43,23.239,23.12,23.666,23.909
23.666,23.43,23.239,23.12,23.666,23.909,23.795
23.43,23.239,23.12,23.666,23.909,23.795,23.567
23.239,23.12,23.666,23.909,23.795,23.567,24.081
23.12,23.666,23.909,23.795,23.567,24.081,23.992
23.666,23.909,23.795,23.567,24.081,23.992,23.991
23.909,23.795,23.567,24.081,23.992,23.991,24.201
23.795,23.567,24.081,23.992,23.991,24.201,23.9
