m6,m5,m4,m3,m2,m1,n
15.001,14.709,14.43,14.372,14.277,14.236,14.212
14.709,14.43,14.372,14.277,14.236,14.212,14.232
14.43,14.372,14.277,14.236,14.212,14.232,14.182
14.372,14.277,14.236,14.212,14.232,14.182,14.094
14.277,14.236,14.212,14.232,14.182,14.094,14.234
14.236,14.212,14.232,14.182,14.094,14.234,14.106
14.212,14.232,14.182,14.094,14.234,14.106,14.041
14.232,14.182,14.094,14.234,14.106,14.041,14.168
14.182,14.094,14.234,14.106,14.041,14.168,14.157
14.094,14.234,14.106,14.041,14.168,14.157,14.048
14.234,14.106,14.041,14.168,14.157,14.048,14.034
14.106,14.041,14.168,14.157,14.048,14.034,14.072
14.041,14.168,14.157,14.048,14.034,14.072,14.073
14.168,14.157,14.048,14.034,14.072,14.073,13.992
14.157,14.048,14.034,14.072,14.073,13.992,14.064
14.048,14.034,14.072,14.073,13.992,14.064,14.515
14.034,14.072,14.073,13.992,14.064,14.515,14.319
14.072,14.073,13.992,14.064,14.515,14.319,14.104
14.073,13.992,14.064,14.515,14.319,14.104,14.178
13.992,14.064,14.515,14.319,14.104,14.178,14.099
14.064,14.515,14.319,14.104,14.178,14.099,13.873
14.515,14.319,14.104,14.178,14.099,13.873,13.685
14.319,14.104,14.178,14.099,13.873,13.685,13.759
14.104,14.178,14.099,13.873,13.685,13.759,14.233
14.178,14.099,13.873,13.685,13.759,14.233,13.688
14.099,13.873,13.685,13.759,14.233,13.688,14.081
13.873,13.685,13.759,14.233,13.688,14.081,14.301
13.685,13.759,14.233,13.688,14.081,14.301,14.3
13.759,14.233,13.688,14.081,14.301,14.3,14.273
14.233,13.688,14.081,14.301,14.3,14.273,14.365
13.688,14.081,14.301,14.3,14.273,14.365,13.87
14.081,14.301,14.3,14.273,14.365,13.87,13.914
14.301,14.3,14.273,14.365,13.87,13.914,13.842
14.3,14.273,14.365,13.87,13.914,13.842,13.803
14.273,14.365,13.87,13.914,13.842,13.803,13.841
14.365,13.87,13.914,13.842,13.803,13.841,13.971
13.87,13.914,13.842,13.803,13.841,13.971,13.976
13.914,13.842,13.803,13.841,13.971,13.976,14.344
13.842,13.803,13.841,13.971,13.976,14.344,13.918
13.803,13.841,13.971,13.976,14.344,13.918,13.866
13.841,13.971,13.976,14.344,13.918,13.866,13.751
13.971,13.976,14.344,13.918,13.866,13.751,14.156
13.976,14.344,13.918,13.866,13.751,14.156,13.748
14.344,13.918,13.866,13.751,14.156,13.748,13.896
13.918,13.866,13.751,14.156,13.748,13.896,14.121
13.866,13.751,14.156,13.748,13.896,14.121,14.121
13.751,14.156,13.748,13.896,14.121,14.121,14.16
14.156,13.748,13.896,14.121,14.121,14.16,14.094
13.748,13.896,14.121,14.121,14.16,14.094,14.057
13.896,14.121,14.121,14.16,14.094,14.057,14.254
14.121,14.121,14.16,14.094,14.057,14.254,14.564
14.121,14.16,14.094,14.057,14.254,14.564,14.459
14.16,14.094,14.057,14.254,14.564,14.459,14.245
14.094,14.057,14.254,14.564,14.459,14.245,14.255
14.057,14.254,14.564,14.459,14.245,14.255,14.356
14.254,14.564,14.459,14.245,14.255,14.356,14.303
14.564,14.459,14.245,14.255,14.356,14.303,14.748
14.459,14.245,14.255,14.356,14.303,14.748,14.864
14.245,14.255,14.356,14.303,14.748,14.864,14.791
14.255,14.356,14.303,14.748,14.864,14.791,15.44
14.356,14.303,14.748,14.864,14.791,15.44,15.462
14.303,14.748,14.864,14.791,15.44,15.462,15.293
14.748,14.864,14.791,15.44,15.462,15.293,15.805
14.864,14.791,15.44,15.462,15.293,15.805,15.801
14.791,15.44,15.462,15.293,15.805,15.801,15.334
15.44,15.462,15.293,15.805,15.801,15.334,15.345
15.462,15.293,15.805,15.801,15.334,15.345,15.389
15.293,15.805,15.801,15.334,15.345,15.389,15.446
15.805,15.801,15.334,15.345,15.389,15.446,15.388
15.801,15.334,15.345,15.389,15.446,15.388,15.203
15.334,15.345,15.389,15.446,15.388,15.203,15.26
15.345,15.389,15.446,15.388,15.203,15.26,15.314
15.389,15.446,15.388,15.203,15.26,15.314,15.184
15.446,15.388,15.203,15.26,15.314,15.184,14.714
15.388,15.203,15.26,15.314,15.184,14.714,14.918
15.203,15.26,15.314,15.184,14.714,14.918,14.756
15.26,15.314,15.184,14.714,14.918,14.756,15.022
15.314,15.184,14.714,14.918,14.756,15.022,15.146
15.184,14.714,14.918,14.756,15.022,15.146,15.694
14.714,14.918,14.756,15.022,15.146,15.694,15.633
14.918,14.756,15.022,15.146,15.694,15.633,15.39
14.756,15.022,15.146,15.694,15.633,15.39,15.366
15.022,15.146,15.694,15.633,15.39,15.366,15.549
15.146,15.694,15.633,15.39,15.366,15.549,15.605
15.694,15.633,15.39,15.366,15.549,15.605,15.521
15.633,15.39,15.366,15.549,15.605,15.521,15.261
15.39,15.366,15.549,15.605,15.521,15.261,15.219
15.366,15.549,15.605,15.521,15.261,15.219,16.033
15.549,15.605,15.521,15.261,15.219,16.033,15.811
15.605,15.521,15.261,15.219,16.033,15.811,15.847
15.521,15.261,15.219,16.033,15.811,15.847,15.885
15.261,15.219,16.033,15.811,15.847,15.885,15.272
15.219,16.033,15.811,15.847,15.885,15.272,15.199
16.033,15.811,15.847,15.885,15.272,15.199,15.19
15.811,15.847,15.885,15.272,15.199,15.19,15.233
15.847,15.885,15.272,15.199,15.19,15.233,15.23
15.885,15.272,15.199,15.19,15.233,15.23,15.483
15.272,15.199,15.19,15.233,15.23,15.483,15.064
15.199,15.19,15.233,15.23,15.483,15.064,14.962
15.19,15.233,15.23,15.483,15.064,14.962,15.135
15.233,15.23,15.483,15.064,14.962,15.135,15.073
15.23,15.483,15.064,14.962,15.135,15.073,15.177
15.483,15.064,14.962,15.135,15.073,15.177,15.403
15.064,14.962,15.135,15.073,15.177,15.403,15.995
14.962,15.135,15.073,15.177,15.403,15.995,16.241
15.135,15.073,15.177,15.403,15.995,16.241,16.344
15.073,15.177,15.403,15.995,16.241,16.344,16.191
15.177,15.403,15.995,16.241,16.344,16.191,16.332
15.403,15.995,16.241,16.344,16.191,16.332,16.273
15.995,16.241,16.344,16.191,16.332,16.273,16.995
16.241,16.344,16.191,16.332,16.273,16.995,17.159
16.344,16.191,16.332,16.273,16.995,17.159,17.116
16.191,16.332,16.273,16.995,17.159,17.116,16.925
16.332,16.273,16.995,17.159,17.116,16.925,17.035
16.273,16.995,17.159,17.116,16.925,17.035,17.135
16.995,17.159,17.116,16.925,17.035,17.135,17.312
17.159,17.116,16.925,17.035,17.135,17.312,17.588
17.116,16.925,17.035,17.135,17.312,17.588,17.819
16.925,17.035,17.135,17.312,17.588,17.819,17.682
17.035,17.135,17.312,17.588,17.819,17.682,17.499
17.135,17.312,17.588,17.819,17.682,17.499,17.301
17.312,17.588,17.819,17.682,17.499,17.301,17.327
17.588,17.819,17.682,17.499,17.301,17.327,17.527
17.819,17.682,17.499,17.301,17.327,17.527,17.089
17.682,17.499,17.301,17.327,17.527,17.089,17.092
17.499,17.301,17.327,17.527,17.089,17.092,17.319
17.301,17.327,17.527,17.089,17.092,17.319,17.103
17.327,17.527,17.089,17.092,17.319,17.103,17.132
17.527,17.089,17.092,17.319,17.103,17.132,17.154
17.089,17.092,17.319,17.103,17.132,17.154,17.25
17.092,17.319,17.103,17.132,17.154,17.25,17.132
17.319,17.103,17.132,17.154,17.25,17.132,16.493
17.103,17.132,17.154,17.25,17.132,16.493,16.532
17.132,17.154,17.25,17.132,16.493,16.532,16.423
17.154,17.25,17.132,16.493,16.532,16.423,16.254
17.25,17.132,16.493,16.532,16.423,16.254,16.261
17.132,16.493,16.532,16.423,16.254,16.261,16.343
16.493,16.532,16.423,16.254,16.261,16.343,16.319
16.532,16.423,16.254,16.261,16.343,16.319,15.994
16.423,16.254,16.261,16.343,16.319,15.994,16.018
16.254,16.261,16.343,16.319,15.994,16.018,15.952
16.261,16.343,16.319,15.994,16.018,15.952,16.05
16.343,16.319,15.994,16.018,15.952,16.05,16.39
16.319,15.994,16.018,15.952,16.05,16.39,16.472
15.994,16.018,15.952,16.05,16.39,16.472,16.419
16.018,15.952,16.05,16.39,16.472,16.419,17.009
15.952,16.05,16.39,16.472,16.419,17.009,17.293
16.05,16.39,16.472,16.419,17.009,17.293,17.355
16.39,16.472,16.419,17.009,17.293,17.355,17.468
16.472,16.419,17.009,17.293,17.355,17.468,17.449
16.419,17.009,17.293,17.355,17.468,17.449,17.525
17.009,17.293,17.355,17.468,17.449,17.525,17.631
17.293,17.355,17.468,17.449,17.525,17.631,17.435
17.355,17.468,17.449,17.525,17.631,17.435,17.539
17.468,17.449,17.525,17.631,17.435,17.539,17.344
17.449,17.525,17.631,17.435,17.539,17.344,17.337
17.525,17.631,17.435,17.539,17.344,17.337,17.379
17.631,17.435,17.539,17.344,17.337,17.379,17.813
17.435,17.539,17.344,17.337,17.379,17.813,17.766
17.539,17.344,17.337,17.379,17.813,17.766,17.868
17.344,17.337,17.379,17.813,17.766,17.868,18.407
17.337,17.379,17.813,17.766,17.868,18.407,18.623
17.379,17.813,17.766,17.868,18.407,18.623,19.588
17.813,17.766,17.868,18.407,18.623,19.588,19.907
17.766,17.868,18.407,18.623,19.588,19.907,19.907
17.868,18.407,18.623,19.588,19.907,19.907,20.203
18.407,18.623,19.588,19.907,19.907,20.203,19.838
18.623,19.588,19.907,19.907,20.203,19.838,20.099
19.588,19.907,19.907,20.203,19.838,20.099,20.304
19.907,19.907,20.203,19.838,20.099,20.304,20.171
19.907,20.203,19.838,20.099,20.304,20.171,20.413
20.203,19.838,20.099,20.304,20.171,20.413,20.322
19.838,20.099,20.304,20.171,20.413,20.322,20.165
20.099,20.304,20.171,20.413,20.322,20.165,20.075
20.304,20.171,20.413,20.322,20.165,20.075,20.007
20.171,20.413,20.322,20.165,20.075,20.007,19.613
20.413,20.322,20.165,20.075,20.007,19.613,19.815
20.322,20.165,20.075,20.007,19.613,19.815,19.689
20.165,20.075,20.007,19.613,19.815,19.689,19.647
20.075,20.007,19.613,19.815,19.689,19.647,19.683
20.007,19.613,19.815,19.689,19.647,19.683,19.995
19.613,19.815,19.689,19.647,19.683,19.995,20.238
19.815,19.689,19.647,19.683,19.995,20.238,20.393
19.689,19.647,19.683,19.995,20.238,20.393,20.544
19.647,19.683,19.995,20.238,20.393,20.544,20.745
19.683,19.995,20.238,20.393,20.544,20.745,20.511
19.995,20.238,20.393,20.544,20.745,20.511,20.479
20.238,20.393,20.544,20.745,20.511,20.479,19.854
20.393,20.544,20.745,20.511,20.479,19.854,19.844
20.544,20.745,20.511,20.479,19.854,19.844,19.889
20.745,20.511,20.479,19.854,19.844,19.889,20.21
20.511,20.479,19.854,19.844,19.889,20.21,20.061
20.479,19.854,19.844,19.889,20.21,20.061,19.743
19.854,19.844,19.889,20.21,20.061,19.743,19.883
19.844,19.889,20.21,20.061,19.743,19.883,19.91
19.889,20.21,20.061,19.743,19.883,19.91,19.681
20.21,20.061,19.743,19.883,19.91,19.681,19.779
20.061,19.743,19.883,19.91,19.681,19.779,19.358
19.743,19.883,19.91,19.681,19.779,19.358,18.9
19.883,19.91,19.681,19.779,19.358,18.9,18.963
19.91,19.681,19.779,19.358,18.9,18.963,18.594
19.681,19.779,19.358,18.9,18.963,18.594,18.523
19.779,19.358,18.9,18.963,18.594,18.523,18.679
19.358,18.9,18.963,18.594,18.523,18.679,18.8
18.9,18.963,18.594,18.523,18.679,18.8,18.642
18.963,18.594,18.523,18.679,18.8,18.642,18.675
18.594,18.523,18.679,18.8,18.642,18.675,18.91
18.523,18.679,18.8,18.642,18.675,18.91,19.329
18.679,18.8,18.642,18.675,18.91,19.329,20.138
18.8,18.642,18.675,18.91,19.329,20.138,20.098
18.642,18.675,18.91,19.329,20.138,20.098,19.807
18.675,18.91,19.329,20.138,20.098,19.807,19.638
18.91,19.329,20.138,20.098,19.807,19.638,19.329
19.329,20.138,20.098,19.807,19.638,19.329,18.961
20.138,20.098,19.807,19.638,19.329,18.961,18.935
20.098,19.807,19.638,19.329,18.961,18.935,19.026
19.807,19.638,19.329,18.961,18.935,19.026,19.001
19.638,19.329,18.961,18.935,19.026,19.001,18.823
19.329,18.961,18.935,19.026,19.001,18.823,19.251
18.961,18.935,19.026,19.001,18.823,19.251,19.238
18.935,19.026,19.001,18.823,19.251,19.238,19.729
19.026,19.001,18.823,19.251,19.238,19.729,20.059
19.001,18.823,19.251,19.238,19.729,20.059,19.771
18.823,19.251,19.238,19.729,20.059,19.771,19.557
19.251,19.238,19.729,20.059,19.771,19.557,19.126
19.238,19.729,20.059,19.771,19.557,19.126,19.082
19.729,20.059,19.771,19.557,19.126,19.082,19.188
20.059,19.771,19.557,19.126,19.082,19.188,19.214
19.771,19.557,19.126,19.082,19.188,19.214,18.868
19.557,19.126,19.082,19.188,19.214,18.868,17.775
19.126,19.082,19.188,19.214,18.868,17.775,17.695
19.082,19.188,19.214,18.868,17.775,17.695,17.345
19.188,19.214,18.868,17.775,17.695,17.345,17.38
19.214,18.868,17.775,17.695,17.345,17.38,17.659
18.868,17.775,17.695,17.345,17.38,17.659,17.509
17.775,17.695,17.345,17.38,17.659,17.509,17.505
17.695,17.345,17.38,17.659,17.509,17.505,17.458
17.345,17.38,17.659,17.509,17.505,17.458,17.441
17.38,17.659,17.509,17.505,17.458,17.441,17.474
17.659,17.509,17.505,17.458,17.441,17.474,17.638
17.509,17.505,17.458,17.441,17.474,17.638,17.663
17.505,17.458,17.441,17.474,17.638,17.663,17.549
17.458,17.441,17.474,17.638,17.663,17.549,17.493
17.441,17.474,17.638,17.663,17.549,17.493,17.604
17.474,17.638,17.663,17.549,17.493,17.604,17.78
17.638,17.663,17.549,17.493,17.604,17.78,17.626
17.663,17.549,17.493,17.604,17.78,17.626,17.639
17.549,17.493,17.604,17.78,17.626,17.639,17.834
17.493,17.604,17.78,17.626,17.639,17.834,17.835
17.604,17.78,17.626,17.639,17.834,17.835,18.46
17.78,17.626,17.639,17.834,17.835,18.46,18.736
17.626,17.639,17.834,17.835,18.46,18.736,18.459
17.639,17.834,17.835,18.46,18.736,18.459,18.414
17.834,17.835,18.46,18.736,18.459,18.414,18.193
17.835,18.46,18.736,18.459,18.414,18.193,18.397
18.46,18.736,18.459,18.414,18.193,18.397,18.418
18.736,18.459,18.414,18.193,18.397,18.418,18.773
18.459,18.414,18.193,18.397,18.418,18.773,17.414
18.414,18.193,18.397,18.418,18.773,17.414,16.925
18.193,18.397,18.418,18.773,17.414,16.925,17.076
18.397,18.418,18.773,17.414,16.925,17.076,16.962
18.418,18.773,17.414,16.925,17.076,16.962,16.807
18.773,17.414,16.925,17.076,16.962,16.807,16.657
17.414,16.925,17.076,16.962,16.807,16.657,16.555
16.925,17.076,16.962,16.807,16.657,16.555,16.667
17.076,16.962,16.807,16.657,16.555,16.667,16.422
16.962,16.807,16.657,16.555,16.667,16.422,16.47
16.807,16.657,16.555,16.667,16.422,16.47,16.499
16.657,16.555,16.667,16.422,16.47,16.499,16.616
16.555,16.667,16.422,16.47,16.499,16.616,16.712
16.667,16.422,16.47,16.499,16.616,16.712,16.454
16.422,16.47,16.499,16.616,16.712,16.454,16.477
16.47,16.499,16.616,16.712,16.454,16.477,16.803
16.499,16.616,16.712,16.454,16.477,16.803,16.872
16.616,16.712,16.454,16.477,16.803,16.872,16.785
16.712,16.454,16.477,16.803,16.872,16.785,17.245
16.454,16.477,16.803,16.872,16.785,17.245,17.063
16.477,16.803,16.872,16.785,17.245,17.063,16.936
16.803,16.872,16.785,17.245,17.063,16.936,17.153
16.872,16.785,17.245,17.063,16.936,17.153,16.942
16.785,17.245,17.063,16.936,17.153,16.942,17.186
17.245,17.063,16.936,17.153,16.942,17.186,15.932
17.063,16.936,17.153,16.942,17.186,15.932,16.193
16.936,17.153,16.942,17.186,15.932,16.193,16.066
17.153,16.942,17.186,15.932,16.193,16.066,16.096
16.942,17.186,15.932,16.193,16.066,16.096,15.957
17.186,15.932,16.193,16.066,16.096,15.957,15.848
15.932,16.193,16.066,16.096,15.957,15.848,15.736
16.193,16.066,16.096,15.957,15.848,15.736,15.964
16.066,16.096,15.957,15.848,15.736,15.964,16.015
16.096,15.957,15.848,15.736,15.964,16.015,16.218
15.957,15.848,15.736,15.964,16.015,16.218,15.989
15.848,15.736,15.964,16.015,16.218,15.989,16.409
15.736,15.964,16.015,16.218,15.989,16.409,16.552
15.964,16.015,16.218,15.989,16.409,16.552,16.637
16.015,16.218,15.989,16.409,16.552,16.637,16.519
16.218,15.989,16.409,16.552,16.637,16.519,16.683
15.989,16.409,16.552,16.637,16.519,16.683,16.848
16.409,16.552,16.637,16.519,16.683,16.848,16.828
16.552,16.637,16.519,16.683,16.848,16.828,16.825
16.637,16.519,16.683,16.848,16.828,16.825,16.765
16.519,16.683,16.848,16.828,16.825,16.765,17.148
16.683,16.848,16.828,16.825,16.765,17.148,17.148
16.848,16.828,16.825,16.765,17.148,17.148,17.274
16.828,16.825,16.765,17.148,17.148,17.274,17.002
16.825,16.765,17.148,17.148,17.274,17.002,17.032
16.765,17.148,17.148,17.274,17.002,17.032,17.186
17.148,17.148,17.274,17.002,17.032,17.186,17.185
17.148,17.274,17.002,17.032,17.186,17.185,16.98
17.274,17.002,17.032,17.186,17.185,16.98,16.85
17.002,17.032,17.186,17.185,16.98,16.85,17.136
17.032,17.186,17.185,16.98,16.85,17.136,17.185
17.186,17.185,16.98,16.85,17.136,17.185,17.577
17.185,16.98,16.85,17.136,17.185,17.577,17.484
16.98,16.85,17.136,17.185,17.577,17.484,17.463
16.85,17.136,17.185,17.577,17.484,17.463,17.513
17.136,17.185,17.577,17.484,17.463,17.513,17.727
17.185,17.577,17.484,17.463,17.513,17.727,17.791
17.577,17.484,17.463,17.513,17.727,17.791,17.74
17.484,17.463,17.513,17.727,17.791,17.74,17.774
17.463,17.513,17.727,17.791,17.74,17.774,17.965
17.513,17.727,17.791,17.74,17.774,17.965,17.854
17.727,17.791,17.74,17.774,17.965,17.854,17.924
17.791,17.74,17.774,17.965,17.854,17.924,17.999
17.74,17.774,17.965,17.854,17.924,17.999,18.113
17.774,17.965,17.854,17.924,17.999,18.113,18.069
17.965,17.854,17.924,17.999,18.113,18.069,18.001
17.854,17.924,17.999,18.113,18.069,18.001,18.04
17.924,17.999,18.113,18.069,18.001,18.04,17.981
17.999,18.113,18.069,18.001,18.04,17.981,18.153
18.113,18.069,18.001,18.04,17.981,18.153,18.375
18.069,18.001,18.04,17.981,18.153,18.375,18.417
18.001,18.04,17.981,18.153,18.375,18.417,18.469
18.04,17.981,18.153,18.375,18.417,18.469,18.489
17.981,18.153,18.375,18.417,18.469,18.489,17.748
18.153,18.375,18.417,18.469,18.489,17.748,17.74
18.375,18.417,18.469,18.489,17.748,17.74,17.773
18.417,18.469,18.489,17.748,17.74,17.773,17.536
18.469,18.489,17.748,17.74,17.773,17.536,17.298
18.489,17.748,17.74,17.773,17.536,17.298,17.036
17.748,17.74,17.773,17.536,17.298,17.036,16.923
17.74,17.773,17.536,17.298,17.036,16.923,16.972
17.773,17.536,17.298,17.036,16.923,16.972,16.923
17.536,17.298,17.036,16.923,16.972,16.923,16.923
17.298,17.036,16.923,16.972,16.923,16.923,17.33
17.036,16.923,16.972,16.923,16.923,17.33,17.413
16.923,16.972,16.923,16.923,17.33,17.413,17.438
16.972,16.923,16.923,17.33,17.413,17.438,17.583
16.923,16.923,17.33,17.413,17.438,17.583,17.578
16.923,17.33,17.413,17.438,17.583,17.578,17.593
17.33,17.413,17.438,17.583,17.578,17.593,17.748
17.413,17.438,17.583,17.578,17.593,17.748,18.108
17.438,17.583,17.578,17.593,17.748,18.108,18.252
17.583,17.578,17.593,17.748,18.108,18.252,18.252
17.578,17.593,17.748,18.108,18.252,18.252,18.243
17.593,17.748,18.108,18.252,18.252,18.243,18.294
17.748,18.108,18.252,18.252,18.243,18.294,18.25
18.108,18.252,18.252,18.243,18.294,18.25,18.357
18.252,18.252,18.243,18.294,18.25,18.357,18.22
18.252,18.243,18.294,18.25,18.357,18.22,18.272
18.243,18.294,18.25,18.357,18.22,18.272,18.178
18.294,18.25,18.357,18.22,18.272,18.178,17.949
18.25,18.357,18.22,18.272,18.178,17.949,18.29
18.357,18.22,18.272,18.178,17.949,18.29,18.336
18.22,18.272,18.178,17.949,18.29,18.336,18.546
18.272,18.178,17.949,18.29,18.336,18.546,18.55
18.178,17.949,18.29,18.336,18.546,18.55,18.308
17.949,18.29,18.336,18.546,18.55,18.308,18.198
18.29,18.336,18.546,18.55,18.308,18.198,18.054
18.336,18.546,18.55,18.308,18.198,18.054,17.893
18.546,18.55,18.308,18.198,18.054,17.893,17.892
18.55,18.308,18.198,18.054,17.893,17.892,17.624
18.308,18.198,18.054,17.893,17.892,17.624,17.398
18.198,18.054,17.893,17.892,17.624,17.398,17.334
18.054,17.893,17.892,17.624,17.398,17.334,17.262
17.893,17.892,17.624,17.398,17.334,17.262,16.842
17.892,17.624,17.398,17.334,17.262,16.842,16.831
17.624,17.398,17.334,17.262,16.842,16.831,16.546
17.398,17.334,17.262,16.842,16.831,16.546,16.303
17.334,17.262,16.842,16.831,16.546,16.303,16.274
17.262,16.842,16.831,16.546,16.303,16.274,16.258
16.842,16.831,16.546,16.303,16.274,16.258,16.067
16.831,16.546,16.303,16.274,16.258,16.067,16.207
16.546,16.303,16.274,16.258,16.067,16.207,16.265
16.303,16.274,16.258,16.067,16.207,16.265,16.402
16.274,16.258,16.067,16.207,16.265,16.402,16.603
16.258,16.067,16.207,16.265,16.402,16.603,16.747
16.067,16.207,16.265,16.402,16.603,16.747,16.906
16.207,16.265,16.402,16.603,16.747,16.906,16.67
16.265,16.402,16.603,16.747,16.906,16.67,16.796
16.402,16.603,16.747,16.906,16.67,16.796,17.191
16.603,16.747,16.906,16.67,16.796,17.191,17.139
16.747,16.906,16.67,16.796,17.191,17.139,17.117
16.906,16.67,16.796,17.191,17.139,17.117,17.193
16.67,16.796,17.191,17.139,17.117,17.193,17.323
16.796,17.191,17.139,17.117,17.193,17.323,17.427
17.191,17.139,17.117,17.193,17.323,17.427,17.464
17.139,17.117,17.193,17.323,17.427,17.464,17.443
17.117,17.193,17.323,17.427,17.464,17.443,17.316
17.193,17.323,17.427,17.464,17.443,17.316,17.56
17.323,17.427,17.464,17.443,17.316,17.56,17.617
17.427,17.464,17.443,17.316,17.56,17.617,17.746
17.464,17.443,17.316,17.56,17.617,17.746,17.656
17.443,17.316,17.56,17.617,17.746,17.656,17.45
17.316,17.56,17.617,17.746,17.656,17.45,17.259
17.56,17.617,17.746,17.656,17.45,17.259,16.979
17.617,17.746,17.656,17.45,17.259,16.979,16.801
17.746,17.656,17.45,17.259,16.979,16.801,17.17
17.656,17.45,17.259,16.979,16.801,17.17,16.747
17.45,17.259,16.979,16.801,17.17,16.747,16.689
17.259,16.979,16.801,17.17,16.747,16.689,16.532
16.979,16.801,17.17,16.747,16.689,16.532,16.446
16.801,17.17,16.747,16.689,16.532,16.446,16.403
17.17,16.747,16.689,16.532,16.446,16.403,16.54
16.747,16.689,16.532,16.446,16.403,16.54,16.675
16.689,16.532,16.446,16.403,16.54,16.675,16.591
16.532,16.446,16.403,16.54,16.675,16.591,16.611
16.446,16.403,16.54,16.675,16.591,16.611,16.759
16.403,16.54,16.675,16.591,16.611,16.759,16.654
16.54,16.675,16.591,16.611,16.759,16.654,16.627
16.675,16.591,16.611,16.759,16.654,16.627,16.092
16.591,16.611,16.759,16.654,16.627,16.092,15.896
16.611,16.759,16.654,16.627,16.092,15.896,15.896
16.759,16.654,16.627,16.092,15.896,15.896,15.983
16.654,16.627,16.092,15.896,15.896,15.983,15.425
16.627,16.092,15.896,15.896,15.983,15.425,15.629
16.092,15.896,15.896,15.983,15.425,15.629,15.745
15.896,15.896,15.983,15.425,15.629,15.745,15.887
15.896,15.983,15.425,15.629,15.745,15.887,15.691
15.983,15.425,15.629,15.745,15.887,15.691,15.933
15.425,15.629,15.745,15.887,15.691,15.933,16.099
15.629,15.745,15.887,15.691,15.933,16.099,16.268
15.745,15.887,15.691,15.933,16.099,16.268,16.297
15.887,15.691,15.933,16.099,16.268,16.297,16.345
15.691,15.933,16.099,16.268,16.297,16.345,16.457
15.933,16.099,16.268,16.297,16.345,16.457,16.443
16.099,16.268,16.297,16.345,16.457,16.443,16.542
16.268,16.297,16.345,16.457,16.443,16.542,16.459
16.297,16.345,16.457,16.443,16.542,16.459,16.573
16.345,16.457,16.443,16.542,16.459,16.573,16.744
16.457,16.443,16.542,16.459,16.573,16.744,16.835
16.443,16.542,16.459,16.573,16.744,16.835,16.813
16.542,16.459,16.573,16.744,16.835,16.813,16.782
16.459,16.573,16.744,16.835,16.813,16.782,16.661
16.573,16.744,16.835,16.813,16.782,16.661,16.281
16.744,16.835,16.813,16.782,16.661,16.281,16.278
16.835,16.813,16.782,16.661,16.281,16.278,16.411
16.813,16.782,16.661,16.281,16.278,16.411,16.884
16.782,16.661,16.281,16.278,16.411,16.884,17.088
16.661,16.281,16.278,16.411,16.884,17.088,17.093
16.281,16.278,16.411,16.884,17.088,17.093,17.142
16.278,16.411,16.884,17.088,17.093,17.142,16.744
16.411,16.884,17.088,17.093,17.142,16.744,16.961
16.884,17.088,17.093,17.142,16.744,16.961,17.075
17.088,17.093,17.142,16.744,16.961,17.075,17.021
17.093,17.142,16.744,16.961,17.075,17.021,17.036
17.142,16.744,16.961,17.075,17.021,17.036,17.002
16.744,16.961,17.075,17.021,17.036,17.002,17.066
16.961,17.075,17.021,17.036,17.002,17.066,16.984
17.075,17.021,17.036,17.002,17.066,16.984,17.07
17.021,17.036,17.002,17.066,16.984,17.07,17.467
17.036,17.002,17.066,16.984,17.07,17.467,17.451
17.002,17.066,16.984,17.07,17.467,17.451,17.47
17.066,16.984,17.07,17.467,17.451,17.47,17.541
16.984,17.07,17.467,17.451,17.47,17.541,17.781
17.07,17.467,17.451,17.47,17.541,17.781,17.941
17.467,17.451,17.47,17.541,17.781,17.941,17.906
17.451,17.47,17.541,17.781,17.941,17.906,17.875
17.47,17.541,17.781,17.941,17.906,17.875,18.08
17.541,17.781,17.941,17.906,17.875,18.08,18.087
17.781,17.941,17.906,17.875,18.08,18.087,17.866
17.941,17.906,17.875,18.08,18.087,17.866,17.855
17.906,17.875,18.08,18.087,17.866,17.855,17.832
17.875,18.08,18.087,17.866,17.855,17.832,17.755
18.08,18.087,17.866,17.855,17.832,17.755,17.667
18.087,17.866,17.855,17.832,17.755,17.667,17.124
17.866,17.855,17.832,17.755,17.667,17.124,17.247
17.855,17.832,17.755,17.667,17.124,17.247,17.301
17.832,17.755,17.667,17.124,17.247,17.301,16.985
17.755,17.667,17.124,17.247,17.301,16.985,16.951
17.667,17.124,17.247,17.301,16.985,16.951,17.113
17.124,17.247,17.301,16.985,16.951,17.113,16.849
17.247,17.301,16.985,16.951,17.113,16.849,16.793
17.301,16.985,16.951,17.113,16.849,16.793,16.847
16.985,16.951,17.113,16.849,16.793,16.847,16.676
16.951,17.113,16.849,16.793,16.847,16.676,16.654
17.113,16.849,16.793,16.847,16.676,16.654,16.65
16.849,16.793,16.847,16.676,16.654,16.65,16.624
16.793,16.847,16.676,16.654,16.65,16.624,16.638
16.847,16.676,16.654,16.65,16.624,16.638,16.79
16.676,16.654,16.65,16.624,16.638,16.79,16.971
16.654,16.65,16.624,16.638,16.79,16.971,17.207
16.65,16.624,16.638,16.79,16.971,17.207,17.133
16.624,16.638,16.79,16.971,17.207,17.133,17.266
16.638,16.79,16.971,17.207,17.133,17.266,17.411
16.79,16.971,17.207,17.133,17.266,17.411,17.369
16.971,17.207,17.133,17.266,17.411,17.369,17.041
17.207,17.133,17.266,17.411,17.369,17.041,16.997
17.133,17.266,17.411,17.369,17.041,16.997,17.255
